title,page_title,type_main,type_sub,faction,grade,grade_raw,grade_sort,inner_property,positive_effect_raw,negative_effect_raw,effect_summary_raw,effect_tags,effect_tags_fine,recommend_path_lv1,recommend_path_lv2,recommend_path_lv3,build_bucket_lv1,build_bucket_lv2,build_bucket_source,build_bucket_confidence,requirement_attr_raw,requirement_attainment_raw,performance_note_raw,sources,confidence,notes
琼花叹,功法/琼花叹,摧破,乐器,百花谷,5,秘·五品,5,混元,此功法发挥十成威力时，消除运用者所有强度不低于300%的损害状态，且根据消除的损害状态的数量，为运用者施加一个提高所有七元赋性的增益状态,此功法发挥十成威力时，消除敌人所有强度不低于300%的增益状态，且根据消除的增益状态的数量，为敌人施加一个降低所有七元赋性的损害状态,琼花叹婉转阴柔，浅唱而低吟，谱曲绵绵不尽，引扬州风月和而歌之，采枝上新琼为尔成词，其情也深深，其意也切切。,威力,直伤,,,,摧破,直伤类,inferred,low,"定力：60
悟性：100","乐器造诣：300
音律造诣：300",,功法/琼花叹,high,目录外功法；build分类低置信度：摧破/直伤类
破元长针,功法/破元长针,摧破,御射,百花谷,5,秘·五品,5,玄阴,此功法发挥八成威力时，如果敌人的「奇窍」真气不低于初始值，使敌人失去30点「奇窍」真气，否则失去10点,此功法发挥八成威力时，如果敌人的「奇窍」真气不低于初始值，运用者自敌人体内吸取15点「奇窍」真气，否则吸取5点,破元长针威力极大，杀伤力极强，中针之穴道并不封闭，反而洞开，中者周身元气由此倾泻而出，若不及时施救，毕生功力必尽散失于此一针之下。,威力|真气,直伤|资源,,,,摧破,直伤类,inferred,low,"灵敏：40
定力：70
根骨：50","御射造诣：300
医术造诣：300",,功法/破元长针,high,目录外功法；build分类低置信度：摧破/直伤类
九痴香,功法/九痴香,摧破,暗器,空桑派,5,秘·五品,5,归元,"此功法发挥八成威力后，运用者获得9层此效果：敌人施展的「摧破」功法造成的伤害大幅提高，但有较高的几率在施展进度达到90%时被「打断」，如果此效果剩余的层数为双数，「打断」敌人施展的「摧破」功法的几率加倍
敌人施展的「摧破」功法造成的伤害+80%加成，但有40%几率在施展进度达到90%时被「打断」 如果此效果剩余的层数为双数，有80%概率被「打断」","此功法发挥八成威力后，运用者获得9层此效果：运用者施展的「摧破」功法造成的伤害大幅提高，但有较高的几率在施展进度达到90%时被「打断」，如果此效果剩余的层数为双数，「打断」运用者施展的「摧破」功法的几率减半
运用者施展的「摧破」功法造成的伤害+80%加成，但有40%几率在施展进度达到90%时被「打断」 如果此效果剩余的层数为双数，有80%概率被「打断」",所谓“九痴”：“心撮、失寝、忘餐、形劳、脏伤、不定、无欢、志昏、神殆”。九痴香发如红雾，可由双目侵入颅脑，中者身不由己，就此疯癫。,威力|持续,直伤,,,,摧破,直伤类,inferred,low,"灵敏：60
体质：50
悟性：50","暗器造诣：300
医术造诣：240
毒术造诣：240",,功法/九痴香,high,目录外功法；build分类低置信度：摧破/直伤类
青蛟摆尾功,功法/青蛟摆尾功,摧破,腿法,空桑派,5,秘·五品,5,归元,"战斗开始时，运用者获得3层此效果：每当运用者的战败标记总数产生变化且超过战败条件的一半时，如果敌人在此功法的攻击范围内，运用者从施展进度75%开始无消耗施展此功法攻击敌人，且根据运用者的外伤标记数量提高对敌人造成的直接外伤
每个外伤标记使敌人所受直接外伤提升30%","战斗开始时，运用者获得3层此效果：每当运用者的战败标记总数产生变化且超过战败条件的一半时，如果敌人在此功法的攻击范围内，运用者从施展进度75%开始无消耗施展此功法攻击敌人，且根据运用者的内伤标记数量提高对敌人造成的直接内伤
每个内伤标记使敌人所受直接内伤提升30%",青蛟摆尾功只有一式，乃是败中求胜，伤人伤己的搏命一击，因其狠恶刚烈，出其不意，故也被称为“青蛟断尾同生共死式”。,破体|持续,直伤|资源|距离控制,,,,摧破,直伤类,inferred,low,"灵敏：50
体质：75
悟性：35","腿法造诣：300
医术造诣：240
毒术造诣：240",,功法/青蛟摆尾功,high,目录外功法；build分类低置信度：摧破/直伤类
边走边杀,功法/边走边杀,摧破,腿法,血犼教,5,秘·五品,5,混元,施展此功法的过程中，运用者可以前进最多4距离，运用者前进的距离越远，此功法的威力就提高越多，运用者每前进0.2距离就能够获得3点「摧破」真气,施展此功法的过程中，运用者可以后退最多4距离，运用者后退的距离越远，此功法的威力就提高越多，运用者每后退0.2距离就能够获得3点「摧破」真气,边走边杀乃是由凶神数格而化，左应太阴，右应白虎，这正是：“白虎走太阴，一步吃一人，两胁还生翅，神仙也丧命”，可谓双足一发，便要杀人。,威力|真气,直伤|机动|资源|移动触发|距离控制,,,,摧破,直伤类,inferred,low,"膂力：70
灵敏：45
体质：45","腿法造诣：300
毒术造诣：240
杂学造诣：240",,功法/边走边杀,high,目录外功法；build分类低置信度：摧破/直伤类
金蟾五毒砂,功法/金蟾五毒砂,摧破,暗器,血犼教,5,秘·五品,5,归元,以此功法攻击敌人时，敌人的破体越高，敌人的御体就减少越多,以此功法攻击敌人时，敌人的破气越高，敌人的御气就减少越多,金蟾五毒砂招式诡异，毒性极烈，需以秘传之法将毒砂嵌藏于牙间与指爪之中，临敌之际，只需弹指吹气便能杀人，中者面如金纸，无不目眦尽裂而死。,破体,直伤|命中触发,,,,摧破,直伤类,inferred,low,"膂力：60
灵敏：50
体质：50","暗器造诣：300
毒术造诣：240
杂学造诣：240",,功法/金蟾五毒砂,high,目录外功法；build分类低置信度：摧破/直伤类
天罗地网,功法/天罗地网,摧破,御射,铸剑山庄,5,秘·五品,5,混元,此功法发挥九成威力后，运用者获得30层此效果：每当敌人前进，运用者以每0.1距离消耗1层此效果为代价，抵消敌人移动的距离,此功法发挥九成威力后，运用者获得30层此效果：每当敌人后退，运用者以每0.1距离消耗1层此效果为代价，抵消敌人移动的距离,天罗地网由百余道细索及三十六组机簧组合而成，不仅构造无比巧妙，且可依循宫阵方位之变化而收发，可谓：“器既坚利，法亦精奇”。,威力|身法|持续,直伤|机动|资源|移动触发|距离控制,,,,摧破,直伤类,inferred,low,"灵敏：100
悟性：60","御射造诣：300
锻造造诣：180
制木造诣：180
织锦造诣：180
巧匠造诣：180",,功法/天罗地网,high,目录外功法；build分类低置信度：摧破/直伤类
金睛玄虎棒法,功法/金睛玄虎棒法,摧破,长兵,铸剑山庄,5,秘·五品,5,纯阳,持续增加运用者所有长兵的解封进度；如果运用者使用的兵器为“金睛玄虎棒”，此功法击中敌人的几率大幅提高，且根据此功法发挥的成数，额外增加“金晴玄虎棒”的解封进度；释放“金睛玄虎棒”的解封时，将一件运用者所装备的「刀」临时生铸为带有“玄虎神解”特性的其它同材质、同类型的「刀」，若生铸的兵器品级高于原兵器，则需要牺牲3个精制物品，持续直到战斗结束或生铸的兵器耐久耗尽,持续增加运用者所有长兵的解封进度；此功法击中敌人的几率大幅提高，如果运用者的膂力、定力均不低于65，效果加倍，且可在解封任意长兵时，将一件运用者所装备的「刀」临时生铸为带有“玄虎神解”特性的其它同材质、同类型的「刀」，若生铸的兵器品级高于原兵器，则需要牺牲6个精制物品，持续直到战斗结束或生铸的兵器耐久耗尽,金睛玄虎棒法厚重而不失迅捷，刚勇而不失巧妙，障眼法极多，若能以宝石杖施为，更能施展出无数耀眼生花之制敌奇技。,命中|持续,直伤,,,,摧破,直伤类,inferred,low,"膂力：60
灵敏：55
悟性：45","长兵造诣：300
锻造造诣：180
制木造诣：180
织锦造诣：180
巧匠造诣：180",,功法/金睛玄虎棒法,high,目录外功法；build分类低置信度：摧破/直伤类
鬼庖丁刀法,功法/鬼庖丁刀法,摧破,刀法,铸剑山庄,5,秘·五品,5,纯阳,持续增加运用者所有刀的解封进度；如果运用者使用的兵器为“鬼庖丁”，此功法对敌人造成的直接伤害根据运用者的战败标记提高，且根据此功法发挥的成数，额外增加“鬼庖丁”的解封进度；释放“鬼庖丁”的解封时，牺牲兵器的耐久或2个「机」式，运用者将自身的5个随机妨害标记转移给敌人,持续增加运用者所有刀的解封进度；此功法对敌人造成的直接伤害根据运用者的战败标记提高，如果敌我双方有任何人装备有「毒砂」、「毒霜」，效果加倍，且可在解封任意刀时，大量牺牲解封兵器的耐久及3个任意可用的蓄式，运用者将自身的5个随机妨害标记转移给敌人,鬼庖丁刀法架势奇小，刀势奇险，动刀甚微，敌身已解，有道是：“庖丁解牛，游刃有余，以神遇而不以目视，官知止而神欲行”。,持续,直伤|资源,,,,摧破,直伤类,inferred,low,"灵敏：60
定力：40
悟性：60","刀法造诣：300
锻造造诣：180
制木造诣：180
织锦造诣：180
巧匠造诣：180",,功法/鬼庖丁刀法,high,目录外功法；build分类低置信度：摧破/直伤类
龙渊七星剑法,功法/龙渊七星剑法,摧破,剑法,铸剑山庄,5,秘·五品,5,混元,持续增加运用者所有剑的解封进度；如果运用者使用的兵器为“七星龙渊剑”，运用者施展此功法的提气、架势消耗降低60%，且根据此功法发挥的成数，额外增加“七星龙渊剑”的解封进度；释放“七星龙渊剑”的解封时，牺牲兵器的耐久或2个「机」式，使运用者获得7层此效果：运用者施展摧破功法时的提气、架势消耗降低30%,持续增加运用者所有剑的解封进度；运用者施展此功法的提气、架势消耗降低30%，如果运用者的聪颖赋性不低于50，效果加倍，且可在解封任意剑时，大量牺牲解封兵器的耐久及3个任意可用的蓄式，使运用者获得7层此效果：运用者施展摧破功法时的提气、架势消耗降低30%,龙渊七星剑法精深奥妙，广博恢弘，上应北斗七星，下应山川河岳，剑出如龙蟠，似蛇走，若以软剑施为，剑刃亦能蜿蜒盘旋，其神妙何止倍增。,减耗|持续,直伤|资源|减耗,,,,摧破,直伤类,inferred,low,"灵敏：100
悟性：60","剑法造诣：300
锻造造诣：180
制木造诣：180
织锦造诣：180
巧匠造诣：180",,功法/龙渊七星剑法,high,目录外功法；build分类低置信度：摧破/直伤类
九阴尸螭蛊,功法/九阴尸螭蛊,摧破,指法,五仙教,4,极·四品,6,紫霞,战斗开始时，运用者获得12只蛊引；此功法发挥八成威力时，为敌人种下未识主的尸螭若蛊；尸螭若蛊会使宿主受到的摧破功法的直接伤害大幅提高；尸螭若蛊每次发作后需要消耗宿主或对手的12只蛊引，否则就会死亡,战斗开始时，运用者获得12只蛊引；此功法发挥八成威力时，为运用者种下已识主的尸螭若蛊；尸螭若蛊会使宿主受到的摧破功法的直接伤害大幅降低；尸螭若蛊每次发作后需要消耗宿主或对手的12只蛊引，否则就会死亡,以死于至阴之地，命格纯阴的死尸炼养蛊虫，遂成“九阴尸螭蛊”。九阴尸螭蛊一入活人体内便即疯长，饱食血肉后便破体而出，状若大螭。,威力|破体,直伤|资源,,,,摧破,直伤类,inferred,low,"灵敏：85
悟性：90","指法造诣：350
毒术造诣：350",,功法/九阴尸螭蛊,high,目录外功法；build分类低置信度：摧破/直伤类
破玉索,功法/破玉索,摧破,软兵,五仙教,4,极·四品,6,紫霞,运用者的脚力可以在施展此功法时替代架势消耗，且由脚力代为消耗的部分消耗量降低50%，由此施展此功法的过程中，运用者可以进行移动，也可以进行兵器攻击，且运用者以兵器攻击击中敌人的次数越多，此功法的威力就提高越多,运用者的脚力可以在施展此功法时替代提气消耗，且由脚力代为消耗的部分消耗量降低50%，由此施展此功法的过程中，运用者可以进行移动，也可以进行兵器攻击，且运用者以兵器攻击击中敌人的次数越多，此功法的威力就提高越多,破玉索快疾如风，乃盘花鞭技之至极，诀曰：“花接花，花套花，一动一变，一变一花，收如含苞待放花形犹在，放如花开并蒂处处是花”。,威力|命中|身法,直伤|机动|资源,,,,摧破,直伤类,inferred,low,"灵敏：100
悟性：75","软兵造诣：350
毒术造诣：350",,功法/破玉索,high,目录外功法；build分类低置信度：摧破/直伤类
